,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
11,Machine Learning Fundamentals,"['by ', 'Hui Jiang']",$47.49,418 pages,4.3 out of 5 stars,6 ratings,['\n            \n              65%\n            \n          '],['\n            \n              35%\n            \n          '],[],[],[],8 x 1 x 10 inches,2.01 pounds,English,"Cambridge University Press; New edition (March 24, 2022)", 978-1108940023,/Machine-Learning-Fundamentals-Concise-Introduction/dp/1108940021/ref=sr_1_21?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-21
12,"Applied Machine Learning Explainability Techniques: Make ML models explainable and trustworthy for practical applications using LIME, SHAP, and more","['by ', 'Aditya Bhattacharya']",$44.99,306 pages,5.0 out of 5 stars,2 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.5 x 0.69 x 9.25 inches,1.16 pounds,English,"Packt Publishing (July 29, 2022)", 978-1803246154,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDA3NzczNjQ3Mjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApplied-Machine-Learning-Explainability-Techniques%2Fdp%2F1803246154%2Fref%3Dsr_1_3_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-3-spons%26psc%3D1
13,"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)","['by ', 'AI Publishing']",$19.99,304 pages,4.5 out of 5 stars,55 ratings,['\n            \n              73%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6 x 0.69 x 9 inches,14.6 ounces,English,"AI Publishing LLC (October 23, 2020)", 978-1734790153,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDAzNjc0MTgzOTQ2MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FPython-Machine-Learning-Beginners-Scikitlearn%2Fdp%2F1734790156%2Fref%3Dsr_1_2_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-2-spons%26psc%3D1
14,Programming Machine Learning: From Coding to Deep Learning,"['by ', 'Paolo Perrotta']",$33.49,342 pages,4.8 out of 5 stars,42 ratings,['\n            \n              83%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              5%\n            \n          '],[],[],7.5 x 0.71 x 9.25 inches,1.41 pounds,English,"Pragmatic Bookshelf; 1st edition (May 5, 2020)", 978-1680506600,/Programming-Machine-Learning-Zero-Deep/dp/1680506609/ref=sr_1_60?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-60
15,"Machine Learning: 4 Books in 1: The #1 Beginner's Guide to Master the Basics of Python Programming, Learn the Art of Data Science and Build Artificial Intelligence",[' '],$25.97,342 pages,4.6 out of 5 stars,344 ratings,['\n            \n              81%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              5%\n            \n          '],6 x 0.78 x 9 inches,1.29 pounds,English,"Independently published (July 20, 2022)", 979-8841495048,/Machine-Learning-Programming-Artificial-Intelligence/dp/B0B6XLFWPL/ref=sr_1_58?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-58
16,Introduction to Machine Learning,"['by ', 'Etienne Bernard']",$29.60,424 pages,4.4 out of 5 stars,11 ratings,['\n            \n              70%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],7 x 0.86 x 10 inches,1.61 pounds,English,"Wolfram Media Inc (December 20, 2021)", 978-1579550486,/Introduction-Machine-Learning-Etienne-Bernard/dp/1579550487/ref=sr_1_59?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-59
17,Machine Learning For Absolute Beginners: A Plain English Introduction (Machine Learning from Scratch),"['by ', 'Oliver Theobald']", $16.90 ,162 pages,4.5 out of 5 stars,"1,110 ratings",['\n            \n              69%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              2%\n            \n          '],6 x 0.41 x 9 inches,8.8 ounces,English,"Independently published (January 1, 2018)",,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA2MDM2NTc3NDQ4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Absolute-Beginners-Introduction%2Fdp%2F1549617214%2Fref%3Dsr_1_19_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-19-spons%26psc%3D1
18,The Kaggle Book: Data analysis and machine learning for competitive data science,"['by ', 'Konrad Banachewicz', ', ', 'Luca Massaron', ', et al.']",$39.94,530 pages,4.6 out of 5 stars,68 ratings,['\n            \n              81%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.2 x 9.25 inches,1.98 pounds,English,"Packt Publishing (April 22, 2022)", 978-1801817479,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA1OTE0Mzk4MjA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Analysis-Machine-Learning-Kaggle%2Fdp%2F1801817472%2Fref%3Dsr_1_20_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-20-spons%26psc%3D1
19,"Machine Learning in the Oil and Gas Industry: Including Geosciences, Reservoir Engineering, and Production Engineering with Python","['by ', 'Yogendra Narayan Pandey', ', ', 'Ayush Rastogi', ', et al.']",$26.99,320 pages,4.9 out of 5 stars,20 ratings,['\n            \n              87%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],[],6.1 x 0.73 x 9.25 inches,1.08 pounds,English,"Apress; 1st ed. edition (November 3, 2020)", 978-1484260937,/Machine-Learning-Oil-Gas-Industry/dp/1484260937/ref=sr_1_57?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-57
20,Machine Learning For Dummies,"['by ', 'John Paul Mueller']",$20.49,464 pages,4.2 out of 5 stars,56 ratings,['\n            \n              63%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              6%\n            \n          '],7.38 x 1.05 x 9.25 inches,1.34 pounds,English,"For Dummies; 2nd edition (January 22, 2021)", 978-1119724018,/Machine-Learning-Dummies-Computer-Tech/dp/1119724015/ref=sr_1_56?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-56
21,The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,"['by ', 'David Ping']",$43.97,442 pages,4.7 out of 5 stars,39 ratings,['\n            \n              82%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],[],[],7.5 x 1 x 9.25 inches,1.66 pounds,English,"Packt Publishing (January 21, 2022)", 978-1801072168,/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_55?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-55
22,"Python for Finance and Algorithmic trading (2nd edition): Machine Learning, Deep Learning, Time series Analysis, Risk and Portfolio Management for MetaTrader™5 Live Trading","['by ', 'Lucas Inglese']", $35.99 ,325 pages,4.6 out of 5 stars,3 ratings,['\n            \n              63%\n            \n          '],['\n            \n              37%\n            \n          '],[],[],[],6.69 x 0.74 x 9.61 inches,1.45 pounds,English,"Independently published (August 18, 2022)",,/Python-Finance-Algorithmic-trading-MetaTraderTM5/dp/B0BB5DDB1Q/ref=sr_1_54?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-54
23,The Kaggle Book: Data analysis and machine learning for competitive data science,"['by ', 'Konrad Banachewicz', ', ', 'Luca Massaron', ', et al.']",$39.94,530 pages,4.6 out of 5 stars,68 ratings,['\n            \n              81%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.2 x 9.25 inches,1.98 pounds,English,"Packt Publishing (April 22, 2022)", 978-1801817479,/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_52?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-52
24,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,"['by ', 'Dr. Logan Song']",$42.74,330 pages,,,[],[],[],[],[],7.5 x 0.75 x 9.25 inches,1.26 pounds,English,"Packt Publishing (September 20, 2022)", 978-1803233727,/Journey-Become-Machine-Learning-Engineer/dp/1803233729/ref=sr_1_53?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-53
25,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems","['by ', 'Aurélien Géron']",$75.99,850 pages,,,[],[],[],[],[],,1.11 pounds,English,"O'Reilly Media; 3rd edition (November 15, 2022)", 978-1098125974,/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_47?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-47
26,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"['by ', 'Sebastian Raschka', ', ', 'Yuxi (Hayden) Liu', ', et al.']",$46.79,770 pages,4.7 out of 5 stars,135 ratings,['\n            \n              82%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.74 x 9.25 inches,2.86 pounds,English,"Packt Publishing (February 25, 2022)", 978-1801819312,/Machine-Learning-PyTorch-Scikit-Learn-learning/dp/1801819319/ref=sr_1_48?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-48
27,"Deep Learning with Python, Second Edition","['by ', 'Francois Chollet']",$37.23,504 pages,4.6 out of 5 stars,148 ratings,['\n            \n              82%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],7.38 x 1.4 x 9.25 inches,2.3 pounds,English,"Manning; 2nd edition (December 21, 2021)", 978-1617296864,/Learning-Python-Second-Fran%C3%A7ois-Chollet/dp/1617296864/ref=sr_1_51?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-51
28,Fundamentals of Data Engineering: Plan and Build Robust Data Systems,"['by ', 'Joe Reis', ' and ', 'Matt Housley']",$50.76,446 pages,5.0 out of 5 stars,33 ratings,['\n            \n              96%\n            \n          '],['\n            \n              4%\n            \n          '],[],[],[],7 x 1 x 9.25 inches,1.57 pounds,English,"O'Reilly Media; 1st edition (July 26, 2022)", 978-1098108304,/Fundamentals-Data-Engineering-Robust-Systems/dp/1098108302/ref=sr_1_50?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-50
29,Advances in Financial Machine Learning,"['by ', 'Marcos Lopez de Prado']",$40.49,400 pages,4.5 out of 5 stars,514 ratings,['\n            \n              76%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              5%\n            \n          '],6.1 x 1.1 x 9 inches,1.6 pounds,English,"Wiley; 1st edition (February 21, 2018)", 978-1119482086,/Advances-Financial-Machine-Learning-Marcos/dp/1119482089/ref=sr_1_49?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-49
30,Math for Machine Learning | Machine Learning Online Course | AWS Training & Certification,"['by ', 'AWS Training & Certification']",,,4.6 out of 5 stars,,[],[],[],[],[],,,,,,/Machine-Learning-Online-Training-Certification/dp/B09HSL8L4V/ref=sr_1_42?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-42
