,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
188,Statistics Made Simple for School Leaders: Data-Driven Decision Making (Scarecrow Education Book),"['by ', 'David J. Carroll']",$42.00,162 pages,4.1 out of 5 stars,33 ratings,['\n            \n              59%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              10%\n            \n          '],6.25 x 0.37 x 9.25 inches,8.5 ounces,English,"ScarecrowEducation (December 1, 2002)", 978-0810843226,/Statistics-Made-Simple-School-Leaders/dp/0810843226/ref=sr_1_102?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-102
189,Advanced High School Statistics: Third Edition,"['by ', 'David Diez', ', ', 'Mine Çetinkaya-Rundel', ', et al.']", $20.00 ,529 pages,4.0 out of 5 stars,1 rating,['\n            \n              100%\n            \n          '],[],[],[],[],8.5 x 1.2 x 11 inches,2.94 pounds,English,"OpenIntro, Inc. (April 24, 2022)",,/Advanced-High-School-Statistics-Third/dp/1943450153/ref=sr_1_101?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-101
190,"Research Methods, Statistics, and Applications","['by ', 'Kathrynn A. Adams', ' and ', 'Eva Kung McGuire (aka: Lawrence)']",$101.77,696 pages,5.0 out of 5 stars,2 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.38 x 1.57 x 9.13 inches,2.01 pounds,English,"SAGE Publications, Inc; Third edition (January 20, 2022)", 978-1071817834,/Research-Methods-Statistics-Applications-Kathrynn/dp/1071817833/ref=sr_1_80?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-80
191,Mathematical Thinking - For People Who Hate Math: Level Up Your Analytical and Creative Thinking Skills. Excel at Problem-Solving and Decision-Making. (Advanced Thinking Skills Book 2),[' '], $4.96 ,155 pages,4.3 out of 5 stars,98 ratings,['\n            \n              57%\n            \n          '],['\n            \n              27%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              2%\n            \n          '],,,English,"ARB Publications; 1st edition (December 14, 2021)",,/Mathematical-Thinking-Analytical-Problem-Solving-Decision-Making-ebook/dp/B09NPC6B9Y/ref=sr_1_77?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-77
192,"Social Statistics: Managing Data, Conducting Analyses, Presenting Results (Sociology Re-Wired)","['by ', 'Thomas J. Linneman']",$105.63,644 pages,5.0 out of 5 stars,3 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.75 x 1.25 x 9.5 inches,2.76 pounds,English,"Routledge; 4th edition (December 31, 2021)", 978-1032115283,/Social-Statistics-Conducting-Presenting-Sociology/dp/1032115289/ref=sr_1_78?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-78
193,"The Art of Thinking Critically: Ask Great Questions, Spot Illogical Reasoning, and Make Sharp Arguments (The critical thinker)","['by ', 'Albert Rutherford']", $14.99 ,262 pages,4.1 out of 5 stars,87 ratings,['\n            \n              52%\n            \n          '],['\n            \n              26%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              6%\n            \n          '],5 x 0.66 x 8 inches,10.2 ounces,English,"Independently published (August 8, 2020)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0506406YMGNSOZQSXGF&url=%2FArt-Thinking-Critically-Questions-Illogical%2Fdp%2FB08F7X4ZYP%2Fref%3Dsr_1_100_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-100-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_atf_next
194,Effective Data Science Infrastructure: How to make data scientists productive,"['by ', 'Ville Tuulos']",$49.99,352 pages,5.0 out of 5 stars,5 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.38 x 0.8 x 9.25 inches,1.15 pounds,English,"Manning (August 16, 2022)", 978-1617299193,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04243922M29UYRLOSJAK&url=%2FEffective-Data-Science-Infrastructure-scientists%2Fdp%2F1617299197%2Fref%3Dsr_1_99_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-99-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_atf_next
195,Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,"['by ', 'Jim Frost']",$23.74,355 pages,4.6 out of 5 stars,127 ratings,['\n            \n              77%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6 x 0.8 x 9 inches,1.05 pounds,English,"Statistics By Jim Publishing (October 16, 2020)", 978-1735431185,/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_76?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-76
196,Elementary Statistics,"['by ', 'Mario Triola']",$171.47,792 pages,4.4 out of 5 stars,"1,454 ratings",['\n            \n              73%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              6%\n            \n          '],8.5 x 1.4 x 11 inches,3.53 ounces,English,"Pearson; 13th edition (January 1, 2017)", 978-0134462455,/Elementary-Statistics-13th-Mario-Triola/dp/0134462459/ref=sr_1_79?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-79
197,SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,"['by ', 'Upom Malik', ', ', 'Matt Goldwasser', ', et al.']",$27.89,386 pages,4.4 out of 5 stars,226 ratings,['\n            \n              68%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              3%\n            \n          '],7.5 x 0.87 x 9.25 inches,1.46 pounds,English,"Packt Publishing (August 23, 2019)", 978-1789807356,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07210073D9F0HLZM6GAU&url=%2FSQL-Data-Analytics-efficient-analysis%2Fdp%2F1789807352%2Fref%3Dsr_1_98_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-98-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_atf_next
198,Children and Their Development (7th Edition),"['by ', 'Robert V. Kail']", $76.00 ,592 pages,4.5 out of 5 stars,169 ratings,['\n            \n              77%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              5%\n            \n          '],8.5 x 1 x 10.9 inches,3 pounds,English,"Pearson; 7th edition (November 6, 2014)", 978-0133595680,/Children-Their-Development-Robert-Kail/dp/0133595684/ref=sr_1_75?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-75
199,Colors and Numbers,"['by ', 'Salil Mehta']", $6.50 ,24 pages,3.8 out of 5 stars,7 ratings,['\n            \n              58%\n            \n          '],['\n            \n              16%\n            \n          '],['\n            \n              27%\n            \n          '],[],[],8.5 x 0.06 x 8.5 inches,3.04 ounces,English,"Independently published (July 3, 2020)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0235632U17KVN9BXMCA&url=%2FColors-Numbers-Salil-Mehta%2Fdp%2FB08C998584%2Fref%3Dsr_1_82_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-82-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
200,Sports Analytics (World Scientific Series In Finance Book 18),[' '],,574 pages,2.0 out of 5 stars,2 ratings,['\n            \n              50%\n            \n          '],['\n            \n              50%\n            \n          '],[],[],[],,,English,"World Scientific (December 22, 2021)",,/Sports-Analytics-World-Scientific-Finance-ebook/dp/B09PMHCQBF/ref=sr_1_74?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-74
201,"Hands-On Financial Modeling with Microsoft Excel 2019: Build practical models for forecasting, valuation, trading, and growth analysis using Excel 2019","['by ', 'Shmuel Oluwa']",$33.29,292 pages,4.2 out of 5 stars,110 ratings,['\n            \n              60%\n            \n          '],['\n            \n              21%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              8%\n            \n          '],7.5 x 0.66 x 9.25 inches,1.11 pounds,English,"Packt Publishing (July 11, 2019)", 978-1789534627,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0763514MW8RKHF6S65C&url=%2FHands-Financial-Modeling-Microsoft-Excel%2Fdp%2F1789534623%2Fref%3Dsr_1_97_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-97-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_atf_next
202,Probability and Statistical Inference,"['by ', 'Robert Hogg', ', ', 'Elliot Tanis', ', et al.']",$181.32,560 pages,4.9 out of 5 stars,20 ratings,['\n            \n              93%\n            \n          '],['\n            \n              7%\n            \n          '],[],[],[],8.4 x 1 x 10.2 inches,2.69 pounds,English,"Pearson; 10th edition (January 1, 2019)", 978-0135189399,/Probability-Statistical-Inference-10th-Robert/dp/013518939X/ref=sr_1_73?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-73
203,Statistical Methods for the Social Sciences,"['by ', 'Alan Agresti']",$186.66,608 pages,4.3 out of 5 stars,77 ratings,['\n            \n              67%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              6%\n            \n          '],8.4 x 1.75 x 10.25 inches,2.55 pounds,English,"Pearson; 5th edition (January 1, 2017)", 978-0134507101,/Statistical-Methods-Social-Sciences-5th/dp/013450710X/ref=sr_1_72?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-72
204,Chemistry Equations & Answers (Quickstudy Reference Guides - Academic),"['by ', 'Inc. BarCharts']", $6.95 ,6 pages,4.7 out of 5 stars,"1,237 ratings",['\n            \n              81%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],8.5 x 11 x 0.06 inches,2.26 ounces,English,"QuickStudy; 2nd edition (February 22, 2006)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07662512URPB7J85ZEAY&url=%2FChemistry-Equations-Answers-Quickstudy-Reference%2Fdp%2F1423201892%2Fref%3Dsr_1_81_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-81-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
205,Causal Inference in Statistics - A Primer,"['by ', 'Judea Pearl', ', ', 'Madelyn Glymour', ', et al.']",$33.24,160 pages,4.5 out of 5 stars,194 ratings,['\n            \n              75%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              5%\n            \n          '],6.6 x 0.7 x 9.4 inches,9.1 ounces,English,"Wiley; 1st edition (February 19, 2016)", 978-1119186847,/Causal-Inference-Statistics-Judea-Pearl/dp/1119186846/ref=sr_1_71?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-71
206,5 Steps to a 5: AP Statistics 2022,"['by ', 'Jared Derksen', ' and ', 'DeAnna Krause McDonald']",$18.00,384 pages,4.7 out of 5 stars,18 ratings,['\n            \n              87%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],[],11.26 x 1.06 x 10.98 inches,1.38 pounds,English,"McGraw Hill; 1st edition (August 11, 2021)", 978-1264267347,/Steps-AP-Statistics-2022/dp/1264267347/ref=sr_1_70?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-70
207,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data","['by ', 'Garrett Grolemund', ' and ', 'Hadley Wickham']",$44.99,518 pages,4.7 out of 5 stars,"1,361 ratings",['\n            \n              81%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              1%\n            \n          '],6 x 1.05 x 9 inches,1.64 pounds,English,"O'Reilly Media; 1st edition (January 31, 2017)", 978-1491910399,/Data-Science-Transform-Visualize-Model/dp/1491910399/ref=sr_1_69?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-69
208,Even You Can Learn Statistics and Analytics: An Easy to Understand Guide (Pearson Business Analytics Series),"['by ', 'David M Levine', ' and ', 'David F Stephan']",$33.94,392 pages,5.0 out of 5 stars,2 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7 x 0.89 x 9.13 inches,1.4 pounds,English,"Addison-Wesley Professional; 4th edition (May 17, 2022)", 978-0137654765,/Even-You-Learn-Statistics-Analytics/dp/0137654766/ref=sr_1_60?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-60
209,Introduction to Probability and Statistics for Engineers and Scientists,"['by ', 'Sheldon M. Ross']",$112.47,704 pages,3.3 out of 5 stars,4 ratings,['\n            \n              45%\n            \n          '],['\n            \n              27%\n            \n          '],['\n            \n              28%\n            \n          '],[],[],9.57 x 1.1 x 7.83 inches,2.76 pounds,English,"Academic Press; 6th edition (November 30, 2020)", 978-0128243466,/Introduction-Probability-Statistics-Engineers-Scientists/dp/0128243465/ref=sr_1_63?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-63
210,5 Steps to a 5: AP Statistics 2023 Elite Student Edition,"['by ', 'Jared Derksen', ' and ', 'DeAnna Krause McDonald']",$28.00,200+ pages of additional AP content,,,[],[],[],[],[],8.4 x 1.3 x 10.7 inches,2 pounds,English,"McGraw Hill; 1st edition (August 23, 2022)", 978-1264500338,/Steps-Statistics-2023-Elite-Student/dp/1264500335/ref=sr_1_62?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-62
211,Book of Why,"['by ', 'Judea Pearl']", $13.39 ,432 pages,4.4 out of 5 stars,"1,527 ratings",['\n            \n              68%\n            \n          '],['\n            \n              18%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              4%\n            \n          '],5.5 x 1.08 x 8.25 inches,12 ounces,English,"Basic Books; Reprint edition (August 25, 2020)",,/Book-Why-Science-Cause-Effect/dp/1541698967/ref=sr_1_61?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-61
212,The Book of R: A First Course in Programming and Statistics,"['by ', 'Tilman M. Davies']",$28.33,832 pages,4.6 out of 5 stars,327 ratings,['\n            \n              74%\n            \n          '],['\n            \n              16%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],7 x 1.44 x 9.25 inches,2.95 pounds,English,"No Starch Press; 1st edition (July 16, 2016)", 978-1593276515,/Book-First-Course-Programming-Statistics/dp/1593276516/ref=sr_1_64?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-64
213,"Data Mining for Business Analytics: Concepts, Techniques and Applications in Python","['by ', 'Galit Shmueli', ', ', 'Peter C. Bruce', ', et al.']",$108.99,608 pages,4.5 out of 5 stars,58 ratings,['\n            \n              76%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              6%\n            \n          '],7.2 x 1.2 x 10.1 inches,2.42 pounds,English,"Wiley; 1st edition (November 5, 2019)", 978-1119549840,/Data-Mining-Business-Analytics-Applications/dp/1119549841/ref=sr_1_59?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-59
214,Thinking Statistically,"['by ', 'Uri Bram']", $9.99 ,136 pages,3.9 out of 5 stars,181 ratings,['\n            \n              42%\n            \n          '],['\n            \n              28%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              9%\n            \n          '],5 x 0.34 x 8 inches,3.87 ounces,English,"Capara Books (July 7, 2017)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05076552DI94DQE5G67Y&url=%2FThinking-Statistically-Uri-Bram%2Fdp%2F0995529523%2Fref%3Dsr_1_68_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-68-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
215,Applied Statistics in Business and Economics 7th Edition (International Edition),"['by ', 'David Doane', ' and ', 'Lori . Seward']", $54.50 ,848 pages,4.4 out of 5 stars,10 ratings,['\n            \n              56%\n            \n          '],['\n            \n              31%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],10.87 x 1.22 x 8.54 inches,3.22 pounds,English,"McGraw-Hill Education; 7th edition (January 14, 2021)",,/Applied-Statistics-Business-Economics-International/dp/1260597644/ref=sr_1_58?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-58
216,Lite Statistics with Basic Steps in Minitab® 19,"['by ', 'Usman Zafar Paracha']", $44.52 ,300 pages,4.0 out of 5 stars,2 ratings,['\n            \n              51%\n            \n          '],['\n            \n              49%\n            \n          '],[],[],[],8.5 x 0.68 x 11 inches,1.55 pounds,English,"Independently published (July 7, 2020)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A081467913EASKF1A4VU3&url=%2FLite-Statistics-Basic-Steps-Minitab%25C2%25AE%2Fdp%2FB08CJNJS3Q%2Fref%3Dsr_1_67_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-67-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
217,The Joy Of Stats,[],,,,,[],[],[],[],[],,,,,,/The-Joy-Of-Stats/dp/B09DC1HYDN/ref=sr_1_54?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-54
218,Basic Business Statistics: A Casebook (Textbooks in Matheamtical Sciences),"['by ', 'Dean P. Foster', ', ', 'Robert A. Stine', ', et al.']",$59.23,260 pages,4.3 out of 5 stars,6 ratings,['\n            \n              70%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              19%\n            \n          '],[],[],8.27 x 0.6 x 11.02 inches,2.93 pounds,English,"Springer; 1st ed. 1998. 4th printing 2001 edition (March 16, 1998)", 978-0387983547,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04473401UDKNZHYOFUL2&url=%2FBasic-Business-Statistics-Textbooks-Matheamtical%2Fdp%2F0387983546%2Fref%3Dsr_1_66_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-66-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
219,Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,"['by ', 'Jim Frost']",$23.74,355 pages,4.6 out of 5 stars,127 ratings,['\n            \n              77%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6 x 0.8 x 9 inches,1.05 pounds,English,"Statistics By Jim Publishing (October 16, 2020)", 978-1735431185,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A093771331G1XR2BZS10S&url=%2FRegression-Analysis-Intuitive-Interpreting-Linear%2Fdp%2F1735431184%2Fref%3Dsr_1_65_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453001%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-65-spons%26psc%3D1&qualifier=1663453001&id=2863583416353045&widgetName=sp_mtf
220,"Statistics, 4th Edition","['by ', 'Freedman']", $39.85 ,712 pages,4.3 out of 5 stars,526 ratings,['\n            \n              65%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              7%\n            \n          '],7.99 x 10 x 1.85 inches,2.03 pounds,English,"Viva Books; 4th Edition (January 1, 2011)",,/Statistics-4th-David-Freedman/dp/8130915871/ref=sr_1_57?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-57
221,Elementary Statistics: Picturing the World,"['by ', 'Ron Larson', ' and ', 'Betsy Farber']",$129.99,704 pages,4.5 out of 5 stars,"1,025 ratings",['\n            \n              72%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              5%\n            \n          '],8.5 x 1.1 x 11 inches,3.48 pounds,English,"Pearson; 7th edition (January 3, 2018)", 978-0134683416,/Elementary-Statistics-Picturing-World-7th/dp/0134683412/ref=sr_1_56?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-56
222,Making Sense of Statistics: A Conceptual Overview,"['by ', 'Fred Pyrczak', ' and ', 'Deborah M. Oh']",$47.76,252 pages,4.6 out of 5 stars,145 ratings,['\n            \n              78%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              4%\n            \n          '],8.5 x 0.57 x 11 inches,1.12 pounds,English,"Routledge; 7th edition (June 18, 2018)", 978-1138894761,/Making-Sense-Statistics-Fred-Pyrczak/dp/1138894761/ref=sr_1_55?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-55
223,Learning Statistics: Concepts and Applications in R,[],,,,,[],[],[],[],[],,,,,,/How-Summarize-Data-Statistics/dp/B07FYTKV5H/ref=sr_1_23?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-23
224,Psychology Statistics For Dummies,"['by ', 'Donncha Hanna', ' and ', 'Martin Dempster']",$15.55,464 pages,4.5 out of 5 stars,787 ratings,['\n            \n              69%\n            \n          '],['\n            \n              18%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],7.4 x 1 x 9.3 inches,1.86 pounds,English,"For Dummies; 1st edition (January 29, 2013)", 978-1119952879,/Psychology-Statistics-Dummies-Donncha-Hanna/dp/1119952875/ref=sr_1_53?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-53
