,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
29,Causal Inference in Statistics - A Primer,"['by ', 'Judea Pearl', ', ', 'Madelyn Glymour', ', et al.']",$33.24,160 pages,4.5 out of 5 stars,194 ratings,['\n            \n              75%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              5%\n            \n          '],6.6 x 0.7 x 9.4 inches,9.1 ounces,English,"Wiley; 1st edition (February 19, 2016)", 978-1119186847,/Causal-Inference-Statistics-Judea-Pearl/dp/1119186846/ref=sr_1_50?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-50
30,"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market","['by ', 'Edward O. Thorp', ', ', 'Nassim Nicholas Taleb - foreword', ', et al.']",,,4.5 out of 5 stars,"1,026 ratings",['\n            \n              71%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],,,,,,/A-Man-for-All-Markets-audiobook/dp/B01N4JAXQM/ref=sr_1_47?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-47
31,Statistics Workbook For Dummies with Online Practice,"['by ', 'Deborah J. Rumsey']",$18.99,336 pages,4.3 out of 5 stars,219 ratings,['\n            \n              62%\n            \n          '],['\n            \n              18%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              4%\n            \n          '],7.9 x 0.9 x 10 inches,1.06 pounds,English,"For Dummies; 2nd edition (April 23, 2019)", 978-1119547518,/Statistics-Workbook-Dummies-Online-Practice/dp/1119547512/ref=sr_1_45?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-45
32,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),"['by ', 'Barbara Oakley PhD']", $14.99 ,336 pages,4.6 out of 5 stars,"3,945 ratings",['\n            \n              77%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],5.99 x 0.84 x 8.96 inches,12 ounces,English,"TarcherPerigee; Illustrated edition (July 31, 2014)",,/Mind-Numbers-Science-Flunked-Algebra/dp/039916524X/ref=sr_1_44?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-44
33,"Data Mining for Business Analytics: Concepts, Techniques, and Applications in R","['by ', 'Galit Shmueli', ', ', 'Peter C. Bruce', ', et al.']",$105.44,576 pages,4.4 out of 5 stars,147 ratings,['\n            \n              68%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              4%\n            \n          '],6.9 x 1.2 x 10.1 inches,3.01 pounds,English,"Wiley; 1st edition (September 5, 2017)", 978-1118879368,/Data-Mining-Business-Analytics-Applications/dp/1118879368/ref=sr_1_43?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-43
34,Numbers Don't Lie: 71 Stories to Help Us Understand the Modern World,"['by ', 'Vaclav Smil']", $13.99 ,368 pages,4.3 out of 5 stars,"1,242 ratings",['\n            \n              55%\n            \n          '],['\n            \n              28%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              1%\n            \n          '],,,English,"Penguin Books (May 4, 2021)",,/Numbers-Dont-Lie-Stories-Understand-ebook/dp/B08GJVP3GK/ref=sr_1_40?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-40
35,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,[' '],,,4.5 out of 5 stars,"3,252 ratings",['\n            \n              67%\n            \n          '],['\n            \n              21%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],,,,,,/Fooled-by-Randomness-audiobook/dp/B0012IZFRW/ref=sr_1_42?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-42
36,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,[' '],,350 pages,4.5 out of 5 stars,"3,430 ratings",['\n            \n              70%\n            \n          '],['\n            \n              19%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],,,English,"William Morrow; Revised, Expanded ed. edition (February 17, 2010)",,/Freakonomics-Rev-Ed-Economist-Everything-ebook/dp/B000MAH66Y/ref=sr_1_39?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-39
37,How the World Really Works: The Science Behind How We Got Here and Where We're Going,"['by ', 'Vaclav Smil']", $22.99 ,336 pages,4.4 out of 5 stars,"1,561 ratings",['\n            \n              64%\n            \n          '],['\n            \n              23%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6.24 x 1.15 x 9.28 inches,1.1 pounds,English,"Viking (May 10, 2022)",,/How-World-Really-Works-Science/dp/0593297067/ref=sr_1_38?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-38
38,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,"['by ', 'Hans Rosling', ', ', 'Anna Rosling Rönnlund', ', et al.']", $11.59 ,352 pages,4.6 out of 5 stars,"14,502 ratings",['\n            \n              76%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],5.47 x 1.01 x 8.25 inches,14.4 ounces,English,"Flatiron Books; Reprint edition (April 7, 2020)",,/Factfulness-Reasons-World-Things-Better/dp/1250123828/ref=sr_1_41?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-41
39,"Statistics for Absolute Beginners (Second Edition) (Data Science, Python & Statistics for Beginners Book 3)",[' '],,158 pages,4.4 out of 5 stars,137 ratings,['\n            \n              70%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              6%\n            \n          '],,,English,"Scatterplot Press; 2nd edition (February 24, 2020)",,/Statistics-Absolute-Beginners-Second-Theobald-ebook/dp/B0854DM1Y7/ref=sr_1_37?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-37
40,Probability and Statistics for Economists,"['by ', 'Bruce Hansen']",$60.00,416 pages,,,[],[],[],[],[],7.75 x 1 x 10 inches,1.85 pounds,English,"Princeton University Press (August 16, 2022)", 978-0691235943,/Probability-Statistics-Economists-Bruce-Hansen/dp/0691235945/ref=sr_1_31?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-31
41,Discovering Statistics Using IBM SPSS Statistics: North American Edition,"['by ', 'Andy Field']",$64.70,816 pages,4.4 out of 5 stars,620 ratings,['\n            \n              71%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              7%\n            \n          '],8.9 x 1.3 x 10.9 inches,3.97 pounds,English,"SAGE Publications Ltd; 5th edition (November 22, 2017)", 978-1526436566,/Discovering-Statistics-Using-IBM-SPSS/dp/1526436566/ref=sr_1_29?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-29
42,COLLEGE STATS with Early Hypothesis Testing,"['by ', 'Jordan Lee Neus, Ph.D.']",$46.82,546 pages,3.9 out of 5 stars,25 ratings,['\n            \n              54%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              14%\n            \n          '],[],8.5 x 1.23 x 11 inches,3.15 pounds,English,"CreateSpace Independent Publishing Platform (June 5, 2014)", 978-1497509078,/COLLEGE-STATS-Early-Hypothesis-Testing/dp/1497509076/ref=sr_1_108?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452339&sprefix=statisti%2Caps%2C263&sr=8-108
43,Statistics for the Behavioral Sciences - Standalone Book,"['by ', 'Frederick J Gravetter', ' and ', 'Larry B. Wallnau']",$94.46,768 pages,4.5 out of 5 stars,682 ratings,['\n            \n              75%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              5%\n            \n          '],8 x 1 x 10 inches,2.75 pounds,English,"Cengage Learning; 10th edition (January 1, 2016)", 978-1305504912,/Statistics-Behavioral-Sciences-Standalone-Book/dp/1305504917/ref=sr_1_107?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452339&sprefix=statisti%2Caps%2C263&sr=8-107
44,Painless Statistics (Barron's Painless),"['by ', 'Patrick Honner']",$14.99,320 pages,5.0 out of 5 stars,4 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],6 x 0.7 x 9 inches,15.2 ounces,English," In the 1930s, Manuel H. Barron opened a bookstore in Brooklyn, New York. ", 978-1506281582,/Painless-Statistics-Barrons-Patrick-Honner/dp/1506281583/ref=sr_1_30?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-30
45,"AP Statistics Flashcards, Fourth Edition: Up-to-Date Practice + Sorting Ring for Custom Study (Barron's Test Prep)","['by ', 'Martin Sternstein Ph.D.']",$29.99,513 pages,,,[],[],[],[],[],4.88 x 3 x 5 inches,2.2 pounds,English," In the 1930s, Manuel H. Barron opened a bookstore in Brooklyn, New York. ", 978-1506267043,/Statistics-Flashcards-Fourth-Up-Date/dp/1506267041/ref=sr_1_106?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452339&sprefix=statisti%2Caps%2C263&sr=8-106
46,Essentials of Statistics,"['by ', 'Mario Triola']",$170.15,648 pages,4.5 out of 5 stars,425 ratings,['\n            \n              74%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              5%\n            \n          '],8.5 x 1.05 x 10.85 inches,2.6 pounds,English,"Pearson; 6th edition (January 15, 2018)", 978-0134685779,/Essentials-Statistics-6th-Mario-Triola/dp/0134685776/ref=sr_1_32?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452322&sprefix=statisti%2Caps%2C263&sr=8-32
47,Lite Statistics with Basic Steps in Minitab® 19,"['by ', 'Usman Zafar Paracha']", $44.52 ,300 pages,4.0 out of 5 stars,2 ratings,['\n            \n              51%\n            \n          '],['\n            \n              49%\n            \n          '],[],[],[],8.5 x 0.68 x 11 inches,1.55 pounds,English,"Independently published (July 7, 2020)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A081467913EASKF1A4VU3&url=%2FLite-Statistics-Basic-Steps-Minitab%25C2%25AE%2Fdp%2FB08CJNJS3Q%2Fref%3Dsr_1_36_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663452322%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-36-spons%26psc%3D1&qualifier=1663452322&id=796567592952104&widgetName=sp_mtf
48,"The Little SAS® Book: A Primer, Sixth Edition","['by ', 'Lora D. Delwiche', ' and ', 'Susan J. Slaughter']",$54.10,364 pages,4.6 out of 5 stars,283 ratings,['\n            \n              75%\n            \n          '],['\n            \n              16%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 0.82 x 9.25 inches,1.38 pounds,English,"SAS Institute; 6th edition (October 11, 2019)", 978-1642952834,/Little-SAS-Book-Primer-Sixth/dp/1642952834/ref=sr_1_105?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452339&sprefix=statisti%2Caps%2C263&sr=8-105
49,Elementary Statistics,"['by ', 'Mario F. Triola']",,,4.7 out of 5 stars,4 ratings,['\n            \n              70%\n            \n          '],['\n            \n              30%\n            \n          '],[],[],[],,,English,"Pearson; 14th edition (January 4, 2021)",,/Elementary-Statistics-2-downloads-Mario-Triola-ebook/dp/B08VHZRKBT/ref=sr_1_104?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452339&sprefix=statisti%2Caps%2C263&sr=8-104
